
 id                  | input                                                                     | target
 1320029166431924224 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031678308487168 |                                           [[0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022446406336514 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320031758465773568 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023641153744897 | [[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028354045747200 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028087745040384 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023548644175874 |               [[3, 0, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |  [4, 0, 0, 0]
 1320021772641669122 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028498598240256 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023552767217668 |              [[10, 0, 1, 2], [8, 0, 1, 1], [3, 0, 1, 0], [2, 0, 0, 0]] | [11, 0, 1, 2]
 1320027394632278021 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022872216227841 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320025484164562946 |                             [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320027101311823875 | [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 0, 0]] |          null
 1320021378704265219 | [[6, 0, 0, 3], [5, 0, 0, 3], [5, 0, 0, 3], [4, 0, 0, 3], [3, 0, 0, 2]] |  [8, 0, 0, 4]
 1320031589729009666 |                                           [[6, 0, 0, 3], [4, 0, 0, 3]] |          null
 1320028989365379074 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029520963960849 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029012089991168 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022039269306368 | [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |  [0, 0, 1, 0]
 1320025588589940736 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320021279580295169 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320030335581802497 | [[7, 2, 5, 3], [5, 2, 4, 2], [4, 1, 3, 2], [4, 1, 1, 1], [2, 0, 1, 1]] |          null
 1320031599350743040 |                                           [[4, 0, 0, 0], [2, 0, 0, 0]] |          null
 1320026170516140035 |                             [[2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320023705175625728 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320028428108812290 |               [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320029343276503042 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031083895902208 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025545854210051 |                                           [[0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026336300322818 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027573624008709 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027898607095808 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026753616793602 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029258799001600 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023561768239104 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320029426952843265 | [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027475326332929 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023955076501505 | [[1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320030333237153793 | [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1]] |          null
 1320026742015180800 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029184027205636 | [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320024983184248833 |               [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0]] |  [9, 1, 2, 3]
 1320026654664761344 |                             [[2, 1, 0, 0], [1, 1, 0, 0], [1, 0, 0, 0]] |          null
 1320029165811167232 | [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320031005428809729 | [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320029992454148097 |               [[4, 0, 0, 0], [4, 0, 0, 0], [4, 0, 0, 0], [2, 0, 0, 0]] |          null
 1320028836596191236 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026155886563329 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025010430373890 |               [[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320024666963017728 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320031252297252868 | [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |          null
 1320025805850857472 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022472339619843 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320024838098972673 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320031169782611969 |               [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320031596792209408 |                                           [[1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320025218493124616 |                             [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320029173075750912 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028656358608899 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026060302413824 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023796212924417 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320024461442244609 |                                                         [[0, 0, 0, 0]] |          null
 1320025085437046785 | [[4, 0, 0, 1], [4, 0, 0, 1], [3, 0, 0, 1], [1, 0, 0, 1], [0, 0, 0, 1]] |          null
 1320031001469423618 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025416422313985 | [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320028545834487808 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027486311370753 | [[2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025654683947009 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031763461177344 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031172018229249 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030920225837056 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026648117497859 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024402189275136 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320029913576050689 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027756285968385 | [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320022058848247810 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320023124721561600 | [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |  [2, 0, 0, 0]
 1320024724815175681 |               [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |  [0, 0, 1, 0]
 1320028177167716353 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031261419864066 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022787063468032 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320026829445541890 | [[1, 0, 1, 0], [1, 0, 1, 0], [1, 0, 1, 0], [1, 0, 1, 0], [1, 0, 1, 0]] |          null
 1320025901665574917 |               [[0, 1, 0, 0], [0, 1, 0, 0], [0, 1, 0, 0], [0, 0, 0, 0]] |          null
 1320021634338623488 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |  [1, 0, 0, 0]
 1320024420799447047 | [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |  [2, 0, 0, 0]
 1320027488936988678 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029917610901506 |               [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0]] |          null
 1320031938502078465 |                                                         [[0, 0, 0, 0]] |          null
 1320026811053395968 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028863766892544 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320027316819529729 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026081504743425 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null

 id                  | input                                                                  | target
---------------------+------------------------------------------------------------------------+---------------
 1320025041149423616 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025238302871553 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031671161413633 |                                           [[0, 0, 1, 0], [0, 0, 1, 0]] |          null
 1320031091802198017 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024238645018626 | [[6, 0, 0, 2], [6, 0, 0, 2], [6, 0, 0, 2], [6, 0, 0, 2], [3, 0, 0, 1]] | [11, 0, 0, 3]
 1320022118403248128 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320030252337262592 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023639085993987 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028408538140672 |               [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320028698620342281 | [[1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1]] |          null
 1320031093651746816 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320021542529630208 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320030414971568131 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320032258309431297 |                                                         [[0, 0, 0, 0]] |          null
 1320029103769198592 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023454242975744 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320028237016240129 |               [[6, 0, 0, 1], [5, 0, 0, 1], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320030916165730304 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320028109949710342 | [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0]] |          null
 1320025982145908740 |               [[3, 0, 1, 1], [1, 0, 1, 1], [1, 0, 1, 0], [1, 0, 1, 0]] |          null
 1320023554625359874 |               [[3, 0, 0, 1], [3, 0, 0, 1], [3, 0, 0, 1], [2, 0, 0, 1]] |  [3, 0, 0, 1]
 1320021546778284035 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320027421563850754 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031346505502728 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026815575019521 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023885484593152 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320023544940646402 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320031419889078273 |                             [[1, 0, 1, 0], [1, 0, 1, 0], [1, 0, 1, 0]] |          null
 1320029582842613760 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028987695968256 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030915993587713 |               [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1]] |          null
 1320032261476143105 |                                                         [[2, 0, 0, 1]] |          null
 1320028251440500741 |               [[5, 0, 0, 4], [5, 0, 0, 4], [4, 0, 0, 3], [1, 0, 0, 1]] |          null
 1320024641763708928 | [[1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320025215074709504 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320021469372399621 | [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |  [1, 0, 1, 1]
 1320028920612327426 | [[0, 0, 2, 0], [0, 0, 2, 0], [0, 0, 2, 0], [0, 0, 2, 0], [0, 0, 2, 0]] |          null
 1320027397748609026 |                             [[3, 0, 3, 0], [3, 0, 1, 0], [0, 0, 0, 0]] |          null
 1320029180789215232 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031755022274560 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027167875584000 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028700608360454 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029829673136128 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030002314870785 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025221726900225 |                             [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |          null
 1320028334944866307 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030587499982861 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025798263320576 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030413721636865 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022063067897857 |                                                         [[0, 0, 0, 0]] |          null
 1320022557282664454 |               [[1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1]] |  [3, 0, 0, 1]
 1320030844090781702 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022402169004032 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320027159029829632 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023366913433601 | [[2, 0, 1, 1], [2, 0, 1, 1], [2, 0, 1, 1], [2, 0, 0, 1], [1, 0, 0, 1]] |  [6, 0, 2, 1]
 1320022212330409984 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [2, 0, 0, 1]
 1320022458510921728 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320021873393098758 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320028413034332163 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025080882065408 | [[3, 0, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320021541157941248 |               [[2, 0, 0, 1], [2, 0, 0, 1], [1, 0, 0, 0], [1, 0, 0, 0]] |  [2, 0, 0, 1]
 1320022711138242561 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320026083362734081 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030415613296640 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023125271130115 | [[7, 5, 1, 1], [7, 4, 1, 1], [4, 3, 0, 1], [3, 3, 0, 0], [2, 1, 0, 0]] |  [9, 6, 3, 2]
 1320030834196361222 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027998972645376 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025213745221638 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025896426897408 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022620633378816 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320024144302477317 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320022117711335426 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320021451349643265 | [[4, 0, 0, 2], [4, 0, 0, 2], [3, 0, 0, 1], [3, 0, 0, 1], [2, 0, 0, 1]] |  [4, 0, 0, 2]
 1320026139113340928 |               [[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023963783753736 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320025804009603077 | [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1]] |          null
 1320021899292872710 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320024037527937025 |                             [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |  [2, 0, 0, 0]
 1320021606702350337 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320023707390144513 | [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 2]
 1320031083707158529 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320023639509651459 | [[3, 0, 0, 1], [3, 0, 0, 1], [2, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 0]] |          null
 1320030591220355072 |               [[0, 1, 0, 1], [0, 1, 0, 1], [0, 1, 0, 1], [0, 1, 0, 1]] |          null
 1320027346779463682 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029826539876353 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320032008676966402 |                                           [[2, 0, 0, 0], [2, 0, 0, 0]] |          null
 1320030498412990464 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320027065807212544 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025555320930304 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320021637249585152 |               [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |  [2, 0, 0, 0]
 1320030080383549440 | [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320028926572417027 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022385190469632 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320027677361950720 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025239213015045 |                             [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024882227232768 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028016500740097 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320022446955761665 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320021939767967747 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029911550095361 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null

 id                  | input                                                                  | target
---------------------+------------------------------------------------------------------------+------------------
 1320029072660025344 |               [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |             null
 1320028687912370176 | [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |             null
 1320026055533420545 | [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |             null
 1320024126405431300 | [[1, 0, 2, 1], [1, 0, 2, 1], [1, 0, 2, 1], [1, 0, 1, 1], [0, 0, 0, 0]] |     [5, 0, 4, 2]
